Site,Point.ID,Date,Survey.number,Species,Species.code,Count,Distance,Distance.cat,Detection.mode
Maricao II,7015-5B,1/22/15,4,Patagioenas squamosa,SNPI,1,>50,4,Sound (Canto)
Maricao II,7015-1,1/22/15,4,Setophaga ruticilla,AMRE,1,0-10,1,Sight (Visto)
Maricao II,7015-4,1/22/15,3,Coereba flaveola,BANA,1,0-10,1,Sight (Visto)
Maricao II,7015-5B,1/22/15,4,Vireo latimeri,PRVI,1,0-10,1,Sight (Visto)
Maricao II,7015-1,1/22/15,4,Euphonia musica,ANEU,1,0-10,1,Sound (Canto)
Maricao II,7015-1,1/22/15,1,Coereba flaveola,BANA,1,0-10,1,Sound (Canto)
Maricao II,7015-1,1/22/15,4,Coereba flaveola,BANA,1,0-10,1,Sound (Canto)
Maricao II,7015-1,1/22/15,2,Setophaga angelae,EWWA,1,0-10,1,Sound (Canto)
Maricao II,7015-1,1/22/15,2,Anthracothorax viridis,GMAG,1,0-10,1,Sound (Canto)
Maricao II,7015-1,1/22/15,3,Anthracothorax viridis,GMAG,1,0-10,1,Sound (Canto)
Maricao II,7015-1,1/22/15,1,Spindalis portoricensis,PRSP,2,0-10,1,Sound (Canto)
Maricao II,7015-1,1/22/15,2,Spindalis portoricensis,PRSP,1,0-10,1,Sound (Canto)
Maricao II,7015-2,1/22/15,4,setophaga caerulescens,BTBW,1,0-10,1,Sound (Canto)
Maricao II,7015-2,1/22/15,2,Anthracothorax viridis,GMAG,1,0-10,1,Sound (Canto)
Maricao II,7015-2,1/22/15,4,Margarops fuscatus,PETH,1,0-10,1,Sound (Canto)
Maricao II,7015-2,1/22/15,1,Spindalis portoricensis,PRSP,1,0-10,1,Sound (Canto)
Maricao II,7015-2,1/22/15,1,Nesospingus speculiferus,PRTA,1,0-10,1,Sound (Canto)
Maricao II,7015-3,1/22/15,3,setophaga caerulescens,BTBW,1,0-10,1,Sound (Canto)
Maricao II,7015-3,1/22/15,2,Setophaga angelae,EWWA,1,0-10,1,Sound (Canto)
Maricao II,7015-3,1/22/15,2,Spindalis portoricensis,PRSP,1,0-10,1,Sound (Canto)
Maricao II,7015-3,1/22/15,1,Nesospingus speculiferus,PRTA,1,0-10,1,Sound (Canto)
Maricao II,7015-3,1/22/15,2,Nesospingus speculiferus,PRTA,2,0-10,1,Sound (Canto)
Maricao II,7015-4,1/22/15,2,Anthracothorax viridis,GMAG,1,0-10,1,Sound (Canto)
Maricao II,7015-4,1/22/15,3,Tyrannus dominicensis,GRAK,1,0-10,1,Sound (Canto)
Maricao II,7015-4,1/22/15,1,Spindalis portoricensis,PRSP,1,0-10,1,Sound (Canto)
Maricao II,7015-5B,1/22/15,1,Nesospingus speculiferus,PRTA,3,0-10,1,Sound (Canto)
Maricao II,7015-1,1/22/15,1,Tyrannus caudifasciatus,LOKI,1,26-50,3,Sight (Visto)
Maricao II,7015-2,1/22/15,2,setophaga caerulescens,BTBW,1,26-50,3,Sight (Visto)
Maricao II,7015-2,1/22/15,3,Patagioenas squamosa,SNPI,1,26-50,3,Sight (Visto)
Maricao II,7015-1,1/22/15,2,Tyrannus caudifasciatus,LOKI,1,26-50,3,Sound (Canto)
Maricao II,7015-1,1/22/15,3,Tyrannus caudifasciatus,LOKI,1,26-50,3,Sound (Canto)
Maricao II,7015-1,1/22/15,4,Loxigilla portoricensis,PRBU,1,26-50,3,Sound (Canto)
Maricao II,7015-1,1/22/15,2,Vireo latimeri,PRVI,1,26-50,3,Sound (Canto)
Maricao II,7015-1,1/22/15,3,Vireo latimeri,PRVI,2,26-50,3,Sound (Canto)
Maricao II,7015-1,1/22/15,4,Vireo latimeri,PRVI,1,26-50,3,Sound (Canto)
Maricao II,7015-1,1/22/15,2,Molothrus bonariensis,SHCO,1,26-50,3,Sound (Canto)
Maricao II,7015-2,1/22/15,1,Euphonia musica,ANEU,2,26-50,3,Sound (Canto)
Maricao II,7015-2,1/22/15,4,Euphonia musica,ANEU,1,26-50,3,Sound (Canto)
Maricao II,7015-2,1/22/15,1,Tyrannus dominicensis,GRAK,1,26-50,3,Sound (Canto)
Maricao II,7015-2,1/22/15,2,Contopus latirostris,LAPE,1,26-50,3,Sound (Canto)
Maricao II,7015-2,1/22/15,3,Contopus latirostris,LAPE,1,26-50,3,Sound (Canto)
Maricao II,7015-2,1/22/15,2,Nesospingus speculiferus,PRTA,1,26-50,3,Sound (Canto)
Maricao II,7015-2,1/22/15,1,Todus mexicanus,PRTO,1,26-50,3,Sound (Canto)
Maricao II,7015-2,1/22/15,1,Vireo latimeri,PRVI,1,26-50,3,Sound (Canto)
Maricao II,7015-2,1/22/15,1,Melanerpes portoricensis,PRWO,1,26-50,3,Sound (Canto)
Maricao II,7015-3,1/22/15,1,Euphonia musica,ANEU,1,26-50,3,Sound (Canto)
Maricao II,7015-3,1/22/15,2,Euphonia musica,ANEU,1,26-50,3,Sound (Canto)
Maricao II,7015-3,1/22/15,3,Euphonia musica,ANEU,1,26-50,3,Sound (Canto)
Maricao II,7015-3,1/22/15,3,Spindalis portoricensis,PRSP,2,26-50,3,Sound (Canto)
Maricao II,7015-3,1/22/15,1,Vireo latimeri,PRVI,1,26-50,3,Sound (Canto)
Maricao II,7015-3,1/22/15,2,Vireo latimeri,PRVI,1,26-50,3,Sound (Canto)
Maricao II,7015-3,1/22/15,4,Vireo latimeri,PRVI,1,26-50,3,Sound (Canto)
Maricao II,7015-3,1/22/15,2,Turdus plumbeus,RLTH,1,26-50,3,Sound (Canto)
Maricao II,7015-4,1/22/15,2,Euphonia musica,ANEU,2,26-50,3,Sound (Canto)
Maricao II,7015-4,1/22/15,3,Euphonia musica,ANEU,1,26-50,3,Sound (Canto)
Maricao II,7015-4,1/22/15,1,Coereba flaveola,BANA,1,26-50,3,Sound (Canto)
Maricao II,7015-4,1/22/15,3,Loxigilla portoricensis,PRBU,1,26-50,3,Sound (Canto)
Maricao II,7015-4,1/22/15,4,Loxigilla portoricensis,PRBU,1,26-50,3,Sound (Canto)
Maricao II,7015-4,1/22/15,2,Coccyzus vieilloti,PRLC,1,26-50,3,Sound (Canto)
Maricao II,7015-4,1/22/15,3,Nesospingus speculiferus,PRTA,2,26-50,3,Sound (Canto)
Maricao II,7015-4,1/22/15,1,Vireo latimeri,PRVI,1,26-50,3,Sound (Canto)
Maricao II,7015-4,1/22/15,2,Vireo latimeri,PRVI,3,26-50,3,Sound (Canto)
Maricao II,7015-4,1/22/15,1,Melanerpes portoricensis,PRWO,2,26-50,3,Sound (Canto)
Maricao II,7015-5A,1/22/15,2,Spindalis portoricensis,PRSP,1,26-50,3,Sound (Canto)
Maricao II,7015-5A,1/22/15,4,Spindalis portoricensis,PRSP,1,26-50,3,Sound (Canto)
Maricao II,7015-5A,1/22/15,1,Nesospingus speculiferus,PRTA,4,26-50,3,Sound (Canto)
Maricao II,7015-5A,1/22/15,1,Vireo latimeri,PRVI,1,26-50,3,Sound (Canto)
Maricao II,7015-5A,1/22/15,4,Vireo latimeri,PRVI,1,26-50,3,Sound (Canto)
Maricao II,7015-5B,1/22/15,2,Spindalis portoricensis,PRSP,1,26-50,3,Sound (Canto)
Maricao II,7015-5B,1/22/15,4,Vireo latimeri,PRVI,1,26-50,3,Sound (Canto)
Maricao II,7015-5B,1/22/15,,Chlorostilbon maugaeus,PREM,1,Fly-over/Volandos,NA,Sound (Canto)
Morovis,2463-1,2/2/15,1,Coereba flaveola,BANA,1,25-Nov,2,Sight (Visto)
Morovis,2463-1,2/2/15,4,Coereba flaveola,BANA,1,25-Nov,2,Sight (Visto)
Morovis,2463-1,2/2/15,3,Tyrannus dominicensis,GRAK,1,25-Nov,2,Sight (Visto)
Morovis,2463-1,2/2/15,4,Tyrannus dominicensis,GRAK,1,25-Nov,2,Sight (Visto)
Morovis,2463-1,2/2/15,1,Todus mexicanus,PRTO,1,25-Nov,2,Sight (Visto)
Morovis,2463-1,2/2/15,2,Todus mexicanus,PRTO,2,25-Nov,2,Sight (Visto)
Morovis,2463-1,2/2/15,3,Todus mexicanus,PRTO,2,25-Nov,2,Sight (Visto)
Morovis,2463-1,2/2/15,4,Todus mexicanus,PRTO,1,25-Nov,2,Sight (Visto)
Morovis,2463-1,2/2/15,1,Coereba flaveola,BANA,2,25-Nov,2,Sound (Canto)
Morovis,2463-1,2/2/15,2,Coereba flaveola,BANA,2,25-Nov,2,Sound (Canto)
Morovis,2463-1,2/2/15,3,Coereba flaveola,BANA,1,25-Nov,2,Sound (Canto)
Morovis,2463-1,2/2/15,4,Coereba flaveola,BANA,1,25-Nov,2,Sound (Canto)
Morovis,2463-2,2/2/15,1,Coereba flaveola,BANA,1,25-Nov,2,Sound (Canto)
Morovis,2463-2,2/2/15,3,Coereba flaveola,BANA,1,25-Nov,2,Sound (Canto)
Morovis,2463-2,2/2/15,4,Coereba flaveola,BANA,1,25-Nov,2,Sound (Canto)
Morovis,2463-2,2/2/15,1,Loxigilla portoricensis,PRBU,1,25-Nov,2,Sound (Canto)
Morovis,2463-2,2/2/15,2,Loxigilla portoricensis,PRBU,1,25-Nov,2,Sound (Canto)
Morovis,2463-2,2/2/15,1,Spindalis portoricensis,PRSP,1,25-Nov,2,Sound (Canto)
Morovis,2463-2,2/2/15,4,Spindalis portoricensis,PRSP,1,25-Nov,2,Sound (Canto)
Morovis,2463-2,2/2/15,1,Vireo latimeri,PRVI,1,25-Nov,2,Sound (Canto)
Morovis,2463-2,2/2/15,2,Vireo latimeri,PRVI,1,25-Nov,2,Sound (Canto)
Morovis,2463-2,2/2/15,3,Vireo latimeri,PRVI,3,25-Nov,2,Sound (Canto)
Morovis,2463-2,2/2/15,2,Molothrus bonariensis,SHCO,1,25-Nov,2,Sound (Canto)
Morovis,2463-2,2/2/15,1,Patagioenas squamosa,SNPI,1,25-Nov,2,Sound (Canto)
Morovis,2463-3,2/2/15,1,Coereba flaveola,BANA,1,25-Nov,2,Sound (Canto)
Morovis,2463-3,2/2/15,2,Coereba flaveola,BANA,3,25-Nov,2,Sound (Canto)
Morovis,2463-3,2/2/15,3,Coereba flaveola,BANA,4,25-Nov,2,Sound (Canto)
Morovis,2463-3,2/2/15,4,Coereba flaveola,BANA,2,25-Nov,2,Sound (Canto)
Morovis,2463-3,2/2/15,2,Tyrannus dominicensis,GRAK,1,25-Nov,2,Sound (Canto)
Morovis,2463-3,2/2/15,4,Tyrannus dominicensis,GRAK,1,25-Nov,2,Sound (Canto)
Morovis,2463-3,2/2/15,2,Loxigilla portoricensis,PRBU,1,25-Nov,2,Sound (Canto)
Morovis,2463-3,2/2/15,1,Myiarchus antillarum,PRFL,1,25-Nov,2,Sound (Canto)
Morovis,2463-3,2/2/15,1,Todus mexicanus,PRTO,1,25-Nov,2,Sound (Canto)
Morovis,2463-3,2/2/15,2,Todus mexicanus,PRTO,1,25-Nov,2,Sound (Canto)
Morovis,2463-3,2/2/15,3,Todus mexicanus,PRTO,1,25-Nov,2,Sound (Canto)
Morovis,2463-3,2/2/15,4,Todus mexicanus,PRTO,2,25-Nov,2,Sound (Canto)
Morovis,2463-3,2/2/15,2,Vireo latimeri,PRVI,1,25-Nov,2,Sound (Canto)
Morovis,2463-3,2/2/15,3,Vireo latimeri,PRVI,1,25-Nov,2,Sound (Canto)
Morovis,2463-3,2/2/15,4,Vireo latimeri,PRVI,1,25-Nov,2,Sound (Canto)
Morovis,2463-3,2/2/15,4,Melanerpes portoricensis,PRWO,1,25-Nov,2,Sound (Canto)
Morovis,2463-3,2/2/15,1,Turdus plumbeus,RLTH,1,25-Nov,2,Sound (Canto)
Morovis,2463-3,2/2/15,2,Geotrygon montana,RUQD,1,25-Nov,2,Sound (Canto)
Morovis,2463-4,2/2/15,1,Coereba flaveola,BANA,1,25-Nov,2,Sound (Canto)
Morovis,2463-4,2/2/15,2,Coereba flaveola,BANA,1,25-Nov,2,Sound (Canto)
Morovis,2463-4,2/2/15,3,Coereba flaveola,BANA,2,25-Nov,2,Sound (Canto)
Morovis,2463-4,2/2/15,4,Coereba flaveola,BANA,3,25-Nov,2,Sound (Canto)
Morovis,2463-4,2/2/15,2,Tyrannus dominicensis,GRAK,1,25-Nov,2,Sound (Canto)
Morovis,2463-4,2/2/15,4,Coccyzus minor,MACU,1,25-Nov,2,Sound (Canto)
Morovis,2463-4,2/2/15,2,Myiarchus antillarum,PRFL,1,25-Nov,2,Sound (Canto)
Morovis,2463-4,2/2/15,3,Icterus portoricensis,PROR,1,25-Nov,2,Sound (Canto)
Morovis,2463-4,2/2/15,1,Melanerpes portoricensis,PRWO,1,25-Nov,2,Sound (Canto)
Morovis,2463-4,2/2/15,2,Melanerpes portoricensis,PRWO,1,25-Nov,2,Sound (Canto)
Morovis,2463-4,2/2/15,2,Turdus plumbeus,RLTH,1,25-Nov,2,Sound (Canto)
Morovis,2463-5,2/2/15,2,Coereba flaveola,BANA,1,25-Nov,2,Sound (Canto)
Morovis,2463-5,2/2/15,3,Coereba flaveola,BANA,1,25-Nov,2,Sound (Canto)
Morovis,2463-5,2/2/15,4,Coereba flaveola,BANA,1,25-Nov,2,Sound (Canto)
Morovis,2463-5,2/2/15,4,Loxigilla portoricensis,PRBU,1,25-Nov,2,Sound (Canto)
Morovis,2463-5,2/2/15,4,Myiarchus antillarum,PRFL,1,25-Nov,2,Sound (Canto)
Morovis,2463-5,2/2/15,2,Spindalis portoricensis,PRSP,1,25-Nov,2,Sound (Canto)
Morovis,2463-5,2/2/15,3,Spindalis portoricensis,PRSP,1,25-Nov,2,Sound (Canto)
Morovis,2463-5,2/2/15,4,Spindalis portoricensis,PRSP,1,25-Nov,2,Sound (Canto)
Morovis,2463-5,2/2/15,2,Todus mexicanus,PRTO,1,25-Nov,2,Sound (Canto)
Morovis,2463-5,2/2/15,3,Todus mexicanus,PRTO,2,25-Nov,2,Sound (Canto)
Morovis,2463-5,2/2/15,4,Todus mexicanus,PRTO,1,25-Nov,2,Sound (Canto)
Morovis,2463-5,2/2/15,1,Vireo latimeri,PRVI,1,25-Nov,2,Sound (Canto)
Morovis,2463-2,2/2/15,1,Vireo altiloquus,BWVI,1,>50,4,Sound (Canto)
Morovis,2463-2,2/2/15,3,Tyrannus dominicensis,GRAK,1,>50,4,Sound (Canto)
Morovis,2463-2,2/2/15,1,Melanerpes portoricensis,PRWO,1,>50,4,Sound (Canto)
Morovis,2463-2,2/2/15,2,Melanerpes portoricensis,PRWO,2,>50,4,Sound (Canto)
Morovis,2463-2,2/2/15,4,Melanerpes portoricensis,PRWO,1,>50,4,Sound (Canto)
Morovis,2463-3,2/2/15,1,Vireo altiloquus,BWVI,1,>50,4,Sound (Canto)
Morovis,2463-3,2/2/15,3,Coccyzus minor,MACU,1,>50,4,Sound (Canto)
Morovis,2463-1,2/2/15,2,Coereba flaveola,BANA,2,0-10,1,Sight (Visto)
Morovis,2463-1,2/2/15,4,Coereba flaveola,BANA,1,0-10,1,Sight (Visto)
Morovis,2463-2,2/2/15,3,Patagioenas squamosa,SNPI,1,0-10,1,Sight (Visto)
Morovis,2463-2,2/2/15,4,Patagioenas squamosa,SNPI,1,0-10,1,Sight (Visto)
Morovis,2463-3,2/2/15,1,Tyrannus dominicensis,GRAK,1,0-10,1,Sight (Visto)
Morovis,2463-1,2/2/15,3,Coereba flaveola,BANA,1,0-10,1,Sound (Canto)
Morovis,2463-2,2/2/15,1,Coereba flaveola,BANA,1,0-10,1,Sound (Canto)
Morovis,2463-2,2/2/15,2,Coereba flaveola,BANA,1,0-10,1,Sound (Canto)
Morovis,2463-2,2/2/15,3,Coereba flaveola,BANA,1,0-10,1,Sound (Canto)
Morovis,2463-2,2/2/15,4,Coereba flaveola,BANA,1,0-10,1,Sound (Canto)
Morovis,2463-2,2/2/15,4,Vireo latimeri,PRVI,2,0-10,1,Sound (Canto)
Morovis,2463-2,2/2/15,2,Patagioenas squamosa,SNPI,1,0-10,1,Sound (Canto)
Morovis,2463-3,2/2/15,4,Coereba flaveola,BANA,1,0-10,1,Sound (Canto)
Morovis,2463-3,2/2/15,3,Loxigilla portoricensis,PRBU,1,0-10,1,Sound (Canto)
Morovis,2463-3,2/2/15,2,Myiarchus antillarum,PRFL,1,0-10,1,Sound (Canto)
Morovis,2463-4,2/2/15,1,Coereba flaveola,BANA,1,0-10,1,Sound (Canto)
Morovis,2463-4,2/2/15,3,Tyrannus dominicensis,GRAK,1,0-10,1,Sound (Canto)
Morovis,2463-4,2/2/15,1,Myiarchus antillarum,PRFL,1,0-10,1,Sound (Canto)
Morovis,2463-4,2/2/15,2,Myiarchus antillarum,PRFL,1,0-10,1,Sound (Canto)
Morovis,2463-5,2/2/15,1,Coereba flaveola,BANA,3,0-10,1,Sound (Canto)
Morovis,2463-5,2/2/15,2,Coereba flaveola,BANA,2,0-10,1,Sound (Canto)
Morovis,2463-5,2/2/15,3,Coereba flaveola,BANA,1,0-10,1,Sound (Canto)
Morovis,2463-5,2/2/15,4,Coereba flaveola,BANA,2,0-10,1,Sound (Canto)
Morovis,2463-5,2/2/15,2,Parkesia motacilla,LOWA,1,0-10,1,Sound (Canto)
Morovis,2463-5,2/2/15,1,Todus mexicanus,PRTO,1,0-10,1,Sound (Canto)
Morovis,2463-5,2/2/15,1,Turdus plumbeus,RLTH,1,0-10,1,Sound (Canto)
Morovis,2463-1,2/2/15,2,Icterus portoricensis,PROR,1,26-50,3,Sight (Visto)
Morovis,2463-1,2/2/15,1,Coereba flaveola,BANA,1,26-50,3,Sound (Canto)
Morovis,2463-1,2/2/15,2,Coereba flaveola,BANA,1,26-50,3,Sound (Canto)
Morovis,2463-1,2/2/15,3,Tyrannus dominicensis,GRAK,1,26-50,3,Sound (Canto)
Morovis,2463-1,2/2/15,3,Mimus polyglottos,NOMO,1,26-50,3,Sound (Canto)
Morovis,2463-1,2/2/15,4,Mimus polyglottos,NOMO,1,26-50,3,Sound (Canto)
Morovis,2463-1,2/2/15,1,Estrilda melpoda,OCHW,2,26-50,3,Sound (Canto)
Morovis,2463-1,2/2/15,2,Estrilda melpoda,OCHW,2,26-50,3,Sound (Canto)
Morovis,2463-1,2/2/15,3,Estrilda melpoda,OCHW,1,26-50,3,Sound (Canto)
Morovis,2463-1,2/2/15,4,Myiarchus antillarum,PRFL,1,26-50,3,Sound (Canto)
Morovis,2463-1,2/2/15,1,Spindalis portoricensis,PRSP,1,26-50,3,Sound (Canto)
Morovis,2463-1,2/2/15,3,Spindalis portoricensis,PRSP,1,26-50,3,Sound (Canto)
Morovis,2463-1,2/2/15,4,Spindalis portoricensis,PRSP,1,26-50,3,Sound (Canto)
Morovis,2463-1,2/2/15,4,Molothrus bonariensis,SHCO,1,26-50,3,Sound (Canto)
Morovis,2463-2,2/2/15,3,Tyrannus dominicensis,GRAK,1,26-50,3,Sound (Canto)
Morovis,2463-2,2/2/15,3,Butorides virescens,GRHE,1,26-50,3,Sound (Canto)
Morovis,2463-2,2/2/15,4,Estrilda melpoda,OCHW,1,26-50,3,Sound (Canto)
Morovis,2463-2,2/2/15,1,Loxigilla portoricensis,PRBU,1,26-50,3,Sound (Canto)
Morovis,2463-2,2/2/15,2,Loxigilla portoricensis,PRBU,1,26-50,3,Sound (Canto)
Morovis,2463-2,2/2/15,3,Loxigilla portoricensis,PRBU,2,26-50,3,Sound (Canto)
Morovis,2463-2,2/2/15,2,Coccyzus vieilloti,PRLC,1,26-50,3,Sound (Canto)
Morovis,2463-2,2/2/15,1,Todus mexicanus,PRTO,1,26-50,3,Sound (Canto)
Morovis,2463-2,2/2/15,3,Todus mexicanus,PRTO,1,26-50,3,Sound (Canto)
Morovis,2463-2,2/2/15,2,Melanerpes portoricensis,PRWO,1,26-50,3,Sound (Canto)
Morovis,2463-3,2/2/15,1,Coereba flaveola,BANA,2,26-50,3,Sound (Canto)
Morovis,2463-3,2/2/15,2,Coereba flaveola,BANA,1,26-50,3,Sound (Canto)
Morovis,2463-3,2/2/15,4,Coccyzus minor,MACU,1,26-50,3,Sound (Canto)
Morovis,2463-3,2/2/15,1,Loxigilla portoricensis,PRBU,1,26-50,3,Sound (Canto)
Morovis,2463-3,2/2/15,3,Loxigilla portoricensis,PRBU,1,26-50,3,Sound (Canto)
Morovis,2463-3,2/2/15,4,Loxigilla portoricensis,PRBU,1,26-50,3,Sound (Canto)
Morovis,2463-3,2/2/15,2,Coccyzus vieilloti,PRLC,1,26-50,3,Sound (Canto)
Morovis,2463-3,2/2/15,1,Vireo latimeri,PRVI,1,26-50,3,Sound (Canto)
Morovis,2463-3,2/2/15,3,Melanerpes portoricensis,PRWO,1,26-50,3,Sound (Canto)
Morovis,2463-3,2/2/15,4,Melanerpes portoricensis,PRWO,1,26-50,3,Sound (Canto)
Morovis,2463-3,2/2/15,1,Turdus plumbeus,RLTH,2,26-50,3,Sound (Canto)
Morovis,2463-3,2/2/15,4,Turdus plumbeus,RLTH,1,26-50,3,Sound (Canto)
Morovis,2463-3,2/2/15,4,Zenaida asiatica,WWDO,2,26-50,3,Sound (Canto)
Morovis,2463-4,2/2/15,3,Coereba flaveola,BANA,1,26-50,3,Sound (Canto)
Morovis,2463-4,2/2/15,1,Bubulcus ibis,CAEG,1,26-50,3,Sound (Canto)
Morovis,2463-4,2/2/15,2,Anthracothorax viridis,GMAG,1,26-50,3,Sound (Canto)
Morovis,2463-4,2/2/15,1,Tyrannus dominicensis,GRAK,1,26-50,3,Sound (Canto)
Morovis,2463-4,2/2/15,3,Tyrannus dominicensis,GRAK,1,26-50,3,Sound (Canto)
Morovis,2463-4,2/2/15,4,Passer domesticus,HOSP,1,26-50,3,Sound (Canto)
Morovis,2463-4,2/2/15,1,Coccyzus minor,MACU,1,26-50,3,Sound (Canto)
Morovis,2463-4,2/2/15,4,Estrilda melpoda,OCHW,2,26-50,3,Sound (Canto)
Morovis,2463-4,2/2/15,3,Loxigilla portoricensis,PRBU,1,26-50,3,Sound (Canto)
Morovis,2463-4,2/2/15,4,Loxigilla portoricensis,PRBU,1,26-50,3,Sound (Canto)
Morovis,2463-4,2/2/15,1,Vireo latimeri,PRVI,1,26-50,3,Sound (Canto)
Morovis,2463-4,2/2/15,2,Vireo latimeri,PRVI,1,26-50,3,Sound (Canto)
Morovis,2463-4,2/2/15,3,Vireo latimeri,PRVI,1,26-50,3,Sound (Canto)
Morovis,2463-4,2/2/15,2,Melanerpes portoricensis,PRWO,1,26-50,3,Sound (Canto)
Morovis,2463-4,2/2/15,4,Melanerpes portoricensis,PRWO,1,26-50,3,Sound (Canto)
Morovis,2463-4,2/2/15,1,Turdus plumbeus,RLTH,1,26-50,3,Sound (Canto)
Morovis,2463-5,2/2/15,1,Loxigilla portoricensis,PRBU,1,26-50,3,Sound (Canto)
Morovis,2463-5,2/2/15,4,Loxigilla portoricensis,PRBU,1,26-50,3,Sound (Canto)
Morovis,2463-5,2/2/15,2,Vireo latimeri,PRVI,1,26-50,3,Sound (Canto)
Morovis,2463-5,2/2/15,4,Vireo latimeri,PRVI,1,26-50,3,Sound (Canto)
Morovis,2463-5,2/2/15,1,Turdus plumbeus,RLTH,1,26-50,3,Sound (Canto)
Orocovis I,6740-2,2/25/15,4,Setophaga americana,NOPA,1,25-Nov,2,Sight (Visto)
Orocovis I,6740-3,2/25/15,2,Melanerpes portoricensis,PRWO,1,25-Nov,2,Sight (Visto)
Orocovis I,6740-1,2/25/15,1,Coereba flaveola,BANA,1,25-Nov,2,Sound (Canto)
Orocovis I,6740-1,2/25/15,2,Coereba flaveola,BANA,1,25-Nov,2,Sound (Canto)
Orocovis I,6740-1,2/25/15,3,Coereba flaveola,BANA,2,25-Nov,2,Sound (Canto)
Orocovis I,6740-1,2/25/15,4,Coereba flaveola,BANA,1,25-Nov,2,Sound (Canto)
Orocovis I,6740-1,2/25/15,3,Vireo altiloquus,BWVI,1,25-Nov,2,Sound (Canto)
Orocovis I,6740-2,2/25/15,1,Coereba flaveola,BANA,1,25-Nov,2,Sound (Canto)
Orocovis I,6740-2,2/25/15,3,Coereba flaveola,BANA,2,25-Nov,2,Sound (Canto)
Orocovis I,6740-2,2/25/15,4,Coereba flaveola,BANA,1,25-Nov,2,Sound (Canto)
Orocovis I,6740-2,2/25/15,4,Setophaga americana,NOPA,1,25-Nov,2,Sound (Canto)
Orocovis I,6740-2,2/25/15,4,Todus mexicanus,PRTO,1,25-Nov,2,Sound (Canto)
Orocovis I,6740-2,2/25/15,3,Zenaida asiatica,WWDO,1,25-Nov,2,Sound (Canto)
Orocovis I,6740-3,2/25/15,1,Coereba flaveola,BANA,1,25-Nov,2,Sound (Canto)
Orocovis I,6740-3,2/25/15,2,Coereba flaveola,BANA,1,25-Nov,2,Sound (Canto)
Orocovis I,6740-3,2/25/15,3,Coereba flaveola,BANA,2,25-Nov,2,Sound (Canto)
Orocovis I,6740-3,2/25/15,4,Coereba flaveola,BANA,1,25-Nov,2,Sound (Canto)
Orocovis I,6740-4,2/25/15,1,Coereba flaveola,BANA,1,25-Nov,2,Sound (Canto)
Orocovis I,6740-4,2/25/15,2,Coereba flaveola,BANA,2,25-Nov,2,Sound (Canto)
Orocovis I,6740-4,2/25/15,3,Coereba flaveola,BANA,1,25-Nov,2,Sound (Canto)
Orocovis I,6740-4,2/25/15,4,Coereba flaveola,BANA,1,25-Nov,2,Sound (Canto)
Orocovis I,6740-4,2/25/15,1,Todus mexicanus,PRTO,1,25-Nov,2,Sound (Canto)
Orocovis I,6740-4,2/25/15,2,Todus mexicanus,PRTO,1,25-Nov,2,Sound (Canto)
Orocovis I,6740-4,2/25/15,4,Todus mexicanus,PRTO,2,25-Nov,2,Sound (Canto)
Orocovis I,6740-1,2/25/15,3,Zenaida asiatica,WWDO,1,>50,4,Sight (Visto)
Orocovis I,6740-1,2/25/15,2,Euphonia musica,ANEU,1,>50,4,Sound (Canto)
Orocovis I,6740-1,2/25/15,1,Vireo altiloquus,BWVI,1,>50,4,Sound (Canto)
Orocovis I,6740-1,2/25/15,2,Vireo altiloquus,BWVI,1,>50,4,Sound (Canto)
Orocovis I,6740-1,2/25/15,3,Vireo altiloquus,BWVI,2,>50,4,Sound (Canto)
Orocovis I,6740-1,2/25/15,4,Vireo altiloquus,BWVI,2,>50,4,Sound (Canto)
Orocovis I,6740-1,2/25/15,1,Tyrannus dominicensis,GRAK,1,>50,4,Sound (Canto)
Orocovis I,6740-1,2/25/15,2,Tyrannus dominicensis,GRAK,2,>50,4,Sound (Canto)
Orocovis I,6740-1,2/25/15,3,Tyrannus dominicensis,GRAK,3,>50,4,Sound (Canto)
Orocovis I,6740-1,2/25/15,2,Loxigilla portoricensis,PRBU,1,>50,4,Sound (Canto)
Orocovis I,6740-1,2/25/15,3,Loxigilla portoricensis,PRBU,1,>50,4,Sound (Canto)
Orocovis I,6740-1,2/25/15,4,Loxigilla portoricensis,PRBU,1,>50,4,Sound (Canto)
Orocovis I,6740-1,2/25/15,2,Patagioenas squamosa,SNPI,1,>50,4,Sound (Canto)
Orocovis I,6740-1,2/25/15,3,Patagioenas squamosa,SNPI,2,>50,4,Sound (Canto)
Orocovis I,6740-1,2/25/15,4,Patagioenas squamosa,SNPI,1,>50,4,Sound (Canto)
Orocovis I,6740-1,2/25/15,2,Zenaida asiatica,WWDO,2,>50,4,Sound (Canto)
Orocovis I,6740-1,2/25/15,3,Zenaida asiatica,WWDO,1,>50,4,Sound (Canto)
Orocovis I,6740-1,2/25/15,4,Zenaida asiatica,WWDO,1,>50,4,Sound (Canto)
Orocovis I,6740-2,2/25/15,1,Vireo altiloquus,BWVI,3,>50,4,Sound (Canto)
Orocovis I,6740-2,2/25/15,2,Vireo altiloquus,BWVI,2,>50,4,Sound (Canto)
Orocovis I,6740-2,2/25/15,3,Vireo altiloquus,BWVI,1,>50,4,Sound (Canto)
