gbifid	datasetkey	occurrenceid	kingdom	phylum	class	order	family	genus	species	infraspecificepithet	taxonrank	scientificname	countrycode	locality	publishingorgkey	decimallatitude	decimallongitude	coordinateuncertaintyinmeters	coordinateprecision	elevation	elevationaccuracy	depth	depthaccuracy	eventdate	day	month	year	taxonkey	specieskey	basisofrecord	institutioncode	collectioncode	catalognumber	recordnumber	identifiedby	license	rightsholder	recordedby	typestatus	establishmentmeans	lastinterpreted	mediatype	issue
274500449	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS72266612	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	Caps Ridge Trail	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.313603	-71.334962							2002-06-02T02:00Z	2	6	2002	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS72266612			CC0_1_0		obsr51707			2017-02-17T06:20Z		COORDINATE_ROUNDED
274494281	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD_CAN:OBS95411988	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	CA	CA-NB-Christmas Mtns: Mt. Mitchell	e2e717bf-551a-4917-bdc9-4fa0f342c530	47.257155	-66.536293							2010-06-29T02:00Z	29	6	2010	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD_CAN	OBS95411988			CC0_1_0		obsr185359			2017-02-17T06:20Z		COORDINATE_ROUNDED
274494279	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD_CAN:OBS95412414	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	CA	CA-NB-Christmas Mtns: Mt. Mitchell	e2e717bf-551a-4917-bdc9-4fa0f342c530	47.257155	-66.536293							2010-07-02T02:00Z	2	7	2010	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD_CAN	OBS95412414			CC0_1_0		obsr185359			2017-02-17T06:20Z		COORDINATE_ROUNDED
274484737	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS72134669	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	White Mtns	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.103365	-71.504517							2005-06-16T02:00Z	16	6	2005	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS72134669			CC0_1_0		obsr26632			2017-02-17T06:20Z		COORDINATE_ROUNDED
274471445	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS68126974	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	DO	P.N. Sierra de Bahoruco - Pueblo Viejo	e2e717bf-551a-4917-bdc9-4fa0f342c530	18.202611	-71.53175							2005-02-09T01:00Z	9	2	2005	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS68126974			CC0_1_0		obsr108445			2017-02-17T06:20Z		
274465156	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS71325076	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	Mt Hale	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.220969	-71.511383							1993-06-27T02:00Z	27	6	1993	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS71325076			CC0_1_0		obsr130978			2017-02-17T06:20Z		COORDINATE_ROUNDED
274447328	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD_NH:OBS95378956	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	White Mt. NF--Caps Ridge Trail	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.299398	-71.337199							2010-07-13T02:00Z	13	7	2010	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD_NH	OBS95378956			CC0_1_0		obsr157461			2017-02-17T06:20Z		COORDINATE_ROUNDED
274443692	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD_CAN:OBS95412346	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	CA	CA-NB-Christmas Mtns: North Pole Mountain	e2e717bf-551a-4917-bdc9-4fa0f342c530	47.185417	-66.666444							2010-07-02T02:00Z	2	7	2010	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD_CAN	OBS95412346			CC0_1_0		obsr185359			2017-02-17T06:20Z		COORDINATE_ROUNDED
274442836	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS72314400	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	Mount Madison	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.328023	-71.277924							2004-06-23T02:00Z	23	6	2004	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS72314400			CC0_1_0		obsr51707			2017-02-17T06:20Z		COORDINATE_ROUNDED
274442548	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD_CAN:OBS95325488	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	CA	CA-NB-Christmas Mtns: Sweat Hill	e2e717bf-551a-4917-bdc9-4fa0f342c530	47.235028	-66.706083							2010-06-02T02:00Z	2	6	2010	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD_CAN	OBS95325488			CC0_1_0		obsr185359			2017-02-17T06:20Z		COORDINATE_ROUNDED
274442215	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS79725554	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	Garret Mountain Reservation (Park)	e2e717bf-551a-4917-bdc9-4fa0f342c530	40.899517	-74.179181							2005-05-22T02:00Z	22	5	2005	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS79725554			CC0_1_0		obsr131539			2017-02-17T06:20Z		COORDINATE_ROUNDED
274440827	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD_CAN:OBS95411956	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	CA	CA-NB-Christmas Mtns: Mt. Mitchell	e2e717bf-551a-4917-bdc9-4fa0f342c530	47.257155	-66.536293							2010-06-28T02:00Z	28	6	2010	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD_CAN	OBS95411956			CC0_1_0		obsr185359			2017-02-17T06:20Z		COORDINATE_ROUNDED
274438984	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS71292286	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	Jackson-Webster Trail	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.198698	-71.380749							1995-07-08T02:00Z	8	7	1995	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS71292286			CC0_1_0		obsr130978			2017-02-17T06:20Z		COORDINATE_ROUNDED
274438941	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS71284942	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	Wildcat Ridge Trail	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.25602	-71.20162							1999-06-19T02:00Z	19	6	1999	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS71284942			CC0_1_0		obsr130978			2017-02-17T06:20Z		COORDINATE_ROUNDED
274435731	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD_CAN:OBS95359378	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	CA	CA-NB-Christmas Mtns: Mt. Mitchell	e2e717bf-551a-4917-bdc9-4fa0f342c530	47.257155	-66.536293							2010-06-20T02:00Z	20	6	2010	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD_CAN	OBS95359378			CC0_1_0		obsr185359			2017-02-17T06:20Z		COORDINATE_ROUNDED
274433348	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS75045222	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	St.Timothy's Banding Station 	e2e717bf-551a-4917-bdc9-4fa0f342c530	39.410087	-76.696479							1981-05-17T02:00Z	17	5	1981	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS75045222			CC0_1_0		obsr131780			2017-02-17T06:20Z		COORDINATE_ROUNDED
274430854	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS72580032	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	Harford Glen Park	e2e717bf-551a-4917-bdc9-4fa0f342c530	39.487313	-76.342739							1999-10-03T02:00Z	3	10	1999	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS72580032			CC0_1_0		obsr131884			2017-02-17T06:20Z		COORDINATE_ROUNDED
274429938	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD_CAN:OBS95387433	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	CA	CA-NB-Christmas Mtns: Mt. Mitchell	e2e717bf-551a-4917-bdc9-4fa0f342c530	47.257155	-66.536293							2010-06-25T02:00Z	25	6	2010	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD_CAN	OBS95387433			CC0_1_0		obsr185359			2017-02-17T06:20Z		COORDINATE_ROUNDED
274429937	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD_CAN:OBS95416065	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	CA	CA-NB-Christmas Mtns: Mt. Mitchell	e2e717bf-551a-4917-bdc9-4fa0f342c530	47.257155	-66.536293							2010-07-12T02:00Z	12	7	2010	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD_CAN	OBS95416065			CC0_1_0		obsr185359			2017-02-17T06:20Z		COORDINATE_ROUNDED
274428952	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD_VINS:OBS71448610	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	Mt. Mansfield IBA	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.528164	-72.816124							2004-06-10T02:00Z	10	6	2004	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD_VINS	OBS71448610			CC0_1_0		obsr31468			2017-02-17T06:20Z		
274405455	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS73286328	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	Patuxent River Naval Air Station	e2e717bf-551a-4917-bdc9-4fa0f342c530	38.291015	-76.406136							2001-05-21T02:00Z	21	5	2001	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS73286328			CC0_1_0		obsr149119			2017-02-17T06:20Z		COORDINATE_ROUNDED
274399602	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS75001447	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	White Mt. NF--Caps Ridge Trail	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.299398	-71.337199							2002-07-20T02:00Z	20	7	2002	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS75001447			CC0_1_0		obsr131082			2017-02-17T06:20Z		COORDINATE_ROUNDED
274376194	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS73823722	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	Mt. Washington Auto Road	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.281034	-71.244707							2001-06-04T02:00Z	4	6	2001	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS73823722			CC0_1_0		obsr131082			2017-02-17T06:20Z		COORDINATE_ROUNDED
274374206	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS46187743	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	CU	Barrio Nuevo - Parque Bayamesa	e2e717bf-551a-4917-bdc9-4fa0f342c530	20.025556	-76.695833							2004-02-02T01:00Z	2	2	2004	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS46187743			CC0_1_0		obsr24607			2017-02-17T06:20Z		COORDINATE_ROUNDED
274371506	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD_NH:OBS95378960	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	White Mt. NF--Caps Ridge Trail	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.299398	-71.337199							2010-07-12T02:00Z	12	7	2010	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD_NH	OBS95378960			CC0_1_0		obsr157461			2017-02-17T06:20Z		COORDINATE_ROUNDED
274363998	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS71283231	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	Mt. Pierce	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.224475	-71.366672							2001-08-05T02:00Z	5	8	2001	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS71283231			CC0_1_0		obsr130978			2017-02-17T06:20Z		COORDINATE_ROUNDED
274363111	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS68125726	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	DO	PN Los Haitises - Naranjos	e2e717bf-551a-4917-bdc9-4fa0f342c530	19.083174	-69.566475							2003-02-10T01:00Z	10	2	2003	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS68125726			CC0_1_0		obsr108445			2017-02-17T06:20Z		
274363029	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS71286056	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	White Mt. NF--Caps Ridge Trail	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.299398	-71.337199							1994-06-18T02:00Z	18	6	1994	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS71286056			CC0_1_0		obsr130978			2017-02-17T06:20Z		COORDINATE_ROUNDED
274362476	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS72549363	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	Cape May	e2e717bf-551a-4917-bdc9-4fa0f342c530	38.938048	-74.960403							1998-05-20T02:00Z	20	5	1998	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS72549363			CC0_1_0		obsr167323			2017-02-17T06:20Z		COORDINATE_ROUNDED
274351358	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD_CAN:OBS95413350	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	CA	CA-NB-Christmas Mtns: North Pole Mountain	e2e717bf-551a-4917-bdc9-4fa0f342c530	47.185417	-66.666444							2010-07-05T02:00Z	5	7	2010	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD_CAN	OBS95413350			CC0_1_0		obsr185359			2017-02-17T06:20Z		COORDINATE_ROUNDED
274347979	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD_CAN:OBS95387335	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	CA	CA-NB-Christmas Mtns: Mt. Mitchell	e2e717bf-551a-4917-bdc9-4fa0f342c530	47.257155	-66.536293							2010-06-24T02:00Z	24	6	2010	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD_CAN	OBS95387335			CC0_1_0		obsr185359			2017-02-17T06:20Z		COORDINATE_ROUNDED
274319912	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS68126003	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	DO	P.N. Sierra de Bahoruco - Palo de Agua	e2e717bf-551a-4917-bdc9-4fa0f342c530	18.2071	-71.51015							2004-02-20T01:00Z	20	2	2004	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS68126003			CC0_1_0		obsr108445			2017-02-17T06:20Z		
274317768	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS68124334	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	DO	P.N. Sierra de Bahoruco - Palo de Agua	e2e717bf-551a-4917-bdc9-4fa0f342c530	18.2071	-71.51015							2003-02-01T01:00Z	1	2	2003	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS68124334			CC0_1_0		obsr108445			2017-02-17T06:20Z		
274313340	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS71286052	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	White Mt. NF--Caps Ridge Trail	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.299398	-71.337199							1999-05-30T02:00Z	30	5	1999	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS71286052			CC0_1_0		obsr130978			2017-02-17T06:20Z		COORDINATE_ROUNDED
274310735	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS77773731	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	AT NH Galehead/ME	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.263888	-71.29715							2009-07-05T02:00Z	5	7	2009	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS77773731			CC0_1_0		obsr51325			2017-02-17T06:20Z		COORDINATE_ROUNDED
274304180	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS71741204	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	Franconia Notch SP	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.169908	-71.687409							1996-06-15T02:00Z	15	6	1996	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS71741204			CC0_1_0		obsr149119			2017-02-17T06:20Z		
274302382	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS68124668	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	DO	P.N. Sierra de Neiba	e2e717bf-551a-4917-bdc9-4fa0f342c530	18.643136	-71.549783							2003-02-07T01:00Z	7	2	2003	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS68124668			CC0_1_0		obsr108445			2017-02-17T06:20Z		COORDINATE_ROUNDED
274302102	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS75299919	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	St.Timothy's Banding Station 	e2e717bf-551a-4917-bdc9-4fa0f342c530	39.410087	-76.696479							1980-05-23T02:00Z	23	5	1980	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS75299919			CC0_1_0		obsr131780			2017-02-17T06:20Z		COORDINATE_ROUNDED
274300393	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS75003379	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	Mt. Washington Auto Road	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.281034	-71.244707							2002-06-01T02:00Z	1	6	2002	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS75003379			CC0_1_0		obsr131082			2017-02-17T06:20Z		COORDINATE_ROUNDED
274298696	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS72267608	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	Mt. Mansfield IBA	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.528164	-72.816124							2002-06-21T02:00Z	21	6	2002	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS72267608			CC0_1_0		obsr51707			2017-02-17T06:20Z		
274297862	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS92227836	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	Prospect Park	e2e717bf-551a-4917-bdc9-4fa0f342c530	40.660284	-73.968953							2010-05-13T02:00Z	13	5	2010	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS92227836			CC0_1_0		obsr219351			2017-02-17T06:20Z		COORDINATE_ROUNDED
274294677	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS68127453	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	DO	P.N. Sierra de Bahoruco - Palo de Agua	e2e717bf-551a-4917-bdc9-4fa0f342c530	18.2071	-71.51015							2006-01-27T01:00Z	27	1	2006	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS68127453			CC0_1_0		obsr108445			2017-02-17T06:20Z		
274291149	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS75651072	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	Blue Mt. Summit	e2e717bf-551a-4917-bdc9-4fa0f342c530	43.872548	-74.401167							2004-07-25T02:00Z	25	7	2004	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS75651072			CC0_1_0		obsr194501			2017-02-17T06:20Z		COORDINATE_ROUNDED
274290608	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS68126542	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	DO	P.N. Sierra de Bahoruco - Palo de Agua	e2e717bf-551a-4917-bdc9-4fa0f342c530	18.2071	-71.51015							2005-02-05T01:00Z	5	2	2005	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS68126542			CC0_1_0		obsr108445			2017-02-17T06:20Z		
274290607	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS94439725	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	Whiteface Mt--Memorial Hwy near road end	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.368364	-73.90166							2010-06-13T02:00Z	13	6	2010	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS94439725			CC0_1_0		obsr90347			2017-02-17T06:20Z		COORDINATE_ROUNDED
274287279	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS71286049	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	White Mt. NF--Caps Ridge Trail	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.299398	-71.337199							2005-06-19T02:00Z	19	6	2005	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS71286049			CC0_1_0		obsr130978			2017-02-17T06:20Z		COORDINATE_ROUNDED
274285017	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD_VINS:OBS93868788	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	Sugarbush North Ski Area	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.140827	-72.914886							2010-06-12T02:00Z	12	6	2010	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD_VINS	OBS93868788			CC0_1_0		obsr31468			2017-02-17T06:20Z		COORDINATE_ROUNDED
274285016	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD_VINS:OBS93893783	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	Sugarbush North Ski Area	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.140827	-72.914886							2010-06-12T02:00Z	12	6	2010	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD_VINS	OBS93893783			CC0_1_0		obsr149979			2017-02-17T06:20Z		COORDINATE_ROUNDED
