parentEventID,eventID,occurenceID,individualCount,organsimQuantity,organsimQuantityType,scientificName,kingdom,phylum,class,taxonRank,dynamicProperties,,,,,,,,
5857-1,5857-1.3,5857-1.3-2,1,,,Tyrannus dominicensis,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":"">50""}""",,,,,,,,
5857-1,5857-1.3,5857-1.3-3,2,,,Zenaida asiatica,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":"">50""}""",,,,,,,,
5857-1,5857-1.3,5857-1.3-4,1,,,Coereba flaveola,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""0-10""}""",,,,,,,,
5857-1,5857-1.3,5857-1.3-5,1,,,Coereba flaveola,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""0-10""}""",,,,,,,,
5857-1,5857-1.3,5857-1.3-6,2,,,Tyrannus dominicensis,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
5857-1,5857-1.3,5857-1.3-7,1,,,Molothrus bonariensis,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
5857-1,5857-1.3,5857-1.3-8,1,,,Zenaida asiatica,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
5857-1,5857-1.4,5857-1.4-1,1,,,Vireo altiloquus,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":"">50""}""",,,,,,,,
5857-1,5857-1.4,5857-1.4-2,1,,,Tyrannus dominicensis,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":"">50""}""",,,,,,,,
5857-1,5857-1.4,5857-1.4-3,1,,,Patagioenas squamosa,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":"">50""}""",,,,,,,,
5857-1,5857-1.4,5857-1.4-4,2,,,Zenaida asiatica,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":"">50""}""",,,,,,,,
5857-1,5857-1.4,5857-1.4-5,1,,,Coereba flaveola,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""0-10""}""",,,,,,,,
5857-1,5857-1.4,5857-1.4-6,2,,,Tyrannus dominicensis,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
5857-1,5857-1.4,5857-1.4-7,1,,,Zenaida asiatica,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
5857-1,5857-1.4,5857-1.4-8,1,,,Coereba flaveola,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
5857-1,5857-1.4,5857-1.4-9,1,,,Loxigilla portoricensis,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
5857-1,5857-1.4,5857-1.4-10,1,,,Todus mexicanus,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
5857-1,5857-1.4,5857-1.4-11,1,,,Zenaida asiatica,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
5857-1,5857-1.4,5857-1.4-12,1,,,Tiaris olivaceus,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
5857-2,5857-2.1,5857-2.1-1,1,,,Coereba flaveola,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
5857-2,5857-2.1,5857-2.1-2,1,,,Spindalis portoricensis,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
5857-2,5857-2.1,5857-2.1-3,1,,,Coereba flaveola,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
5857-2,5857-2.1,5857-2.1-4,1,,,Todus mexicanus,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
5857-2,5857-2.1,5857-2.1-5,1,,,Tyrannus dominicensis,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":"">50""}""",,,,,,,,
5857-2,5857-2.1,5857-2.1-6,2,,,Estrilda melpoda,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
5857-2,5857-2.1,5857-2.1-7,1,,,Vireo altiloquus,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
5857-2,5857-2.1,5857-2.1-8,2,,,Myiarchus antillarum,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
5857-2,5857-2.1,5857-2.1-9,1,,,Tiaris olivaceus,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
5857-2,5857-2.2,5857-2.2-1,1,,,Coereba flaveola,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
5857-2,5857-2.2,5857-2.2-2,1,,,Spindalis portoricensis,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
5857-2,5857-2.2,5857-2.2-3,2,,,Coereba flaveola,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""0-10""}""",,,,,,,,
5857-2,5857-2.2,5857-2.2-4,1,,,Euphonia musica,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
5857-2,5857-2.2,5857-2.2-5,1,,,Vireo altiloquus,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
5857-2,5857-2.2,5857-2.2-6,2,,,Tyrannus dominicensis,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
5857-2,5857-2.2,5857-2.2-7,1,,,Loxigilla portoricensis,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
5857-2,5857-2.2,5857-2.2-8,1,,,Myiarchus antillarum,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
5857-2,5857-2.2,5857-2.2-9,2,,,Zenaida asiatica,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
5857-2,5857-2.3,5857-2.3-1,1,,,Coereba flaveola,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
5857-2,5857-2.3,5857-2.3-2,1,,,Icterus portoricensis,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
5857-2,5857-2.3,5857-2.3-3,1,,,Tyrannus dominicensis,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":"">50""}""",,,,,,,,
5857-2,5857-2.3,5857-2.3-4,1,,,Zenaida asiatica,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":"">50""}""",,,,,,,,
5857-2,5857-2.3,5857-2.3-5,1,,,Euphonia musica,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
5857-2,5857-2.3,5857-2.3-6,1,,,Coereba flaveola,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
5857-2,5857-2.3,5857-2.3-7,1,,,Vireo altiloquus,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
5857-2,5857-2.3,5857-2.3-8,1,,,Tyrannus dominicensis,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
5857-2,5857-2.3,5857-2.3-9,1,,,Loxigilla portoricensis,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
5857-2,5857-2.3,5857-2.3-10,1,,,Icterus portoricensis,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
5857-2,5857-2.3,5857-2.3-11,1,,,Zenaida asiatica,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
5857-2,5857-2.4,5857-2.4-1,2,,,Coereba flaveola,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
5857-2,5857-2.4,5857-2.4-2,1,,,Euphonia musica,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
5857-2,5857-2.4,5857-2.4-3,1,,,Vireo altiloquus,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
5857-2,5857-2.4,5857-2.4-4,1,,,Loxigilla portoricensis,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
5857-2,5857-2.4,5857-2.4-5,1,,,Spindalis portoricensis,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
5857-2,5857-2.4,5857-2.4-6,1,,,Melanerpes portoricensis,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
5857-2,5857-2.4,5857-2.4-7,1,,,Geotrygon montana,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
5857-2,5857-2.4,5857-2.4-8,2,,,Zenaida asiatica,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
5857-3,5857-3.1,5857-3.1-1,1,,,Coereba flaveola,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
5857-3,5857-3.1,5857-3.1-2,1,,,Coereba flaveola,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
5857-3,5857-3.1,5857-3.1-3,1,,,Setophaga americana,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
5857-3,5857-3.1,5857-3.1-4,1,,,Vireo altiloquus,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":"">50""}""",,,,,,,,
5857-3,5857-3.1,5857-3.1-5,2,,,Tyrannus dominicensis,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":"">50""}""",,,,,,,,
5857-3,5857-3.1,5857-3.1-6,1,,,Margarops fuscatus,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":"">50""}""",,,,,,,,
5857-3,5857-3.1,5857-3.1-7,1,,,Loxigilla portoricensis,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":"">50""}""",,,,,,,,
5857-3,5857-3.1,5857-3.1-8,1,,,Zenaida asiatica,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":"">50""}""",,,,,,,,
5857-3,5857-3.1,5857-3.1-9,2,,,Euphonia musica,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
5857-3,5857-3.1,5857-3.1-10,2,,,Spindalis portoricensis,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
5857-3,5857-3.1,5857-3.1-11,1,,,Columba livia,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
5857-3,5857-3.2,5857-3.2-1,1,,,Coereba flaveola,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
5857-3,5857-3.2,5857-3.2-2,1,,,Vireo altiloquus,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":"">50""}""",,,,,,,,
5857-3,5857-3.2,5857-3.2-3,1,,,Margarops fuscatus,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":"">50""}""",,,,,,,,
5857-3,5857-3.2,5857-3.2-4,1,,,Columba livia,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":"">50""}""",,,,,,,,
5857-3,5857-3.2,5857-3.2-5,1,,,Patagioenas squamosa,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":"">50""}""",,,,,,,,
5857-3,5857-3.2,5857-3.2-6,2,,,Zenaida asiatica,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":"">50""}""",,,,,,,,
5857-3,5857-3.2,5857-3.2-7,1,,,Icterus portoricensis,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
5857-3,5857-3.2,5857-3.2-8,1,,,Euphonia musica,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
5857-3,5857-3.2,5857-3.2-9,1,,,Coereba flaveola,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
5857-3,5857-3.2,5857-3.2-10,1,,,Tyrannus caudifasciatus,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
5857-3,5857-3.2,5857-3.2-11,1,,,Todus mexicanus,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
5857-3,5857-3.2,5857-3.2-12,1,,,Molothrus bonariensis,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
5857-3,5857-3.3,5857-3.3-1,1,,,Coereba flaveola,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
5857-3,5857-3.3,5857-3.3-2,1,,,Vireo altiloquus,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":"">50""}""",,,,,,,,
5857-3,5857-3.3,5857-3.3-3,1,,,Margarops fuscatus,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":"">50""}""",,,,,,,,
5857-3,5857-3.3,5857-3.3-4,1,,,Melanerpes portoricensis,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":"">50""}""",,,,,,,,
5857-3,5857-3.3,5857-3.3-5,1,,,Patagioenas squamosa,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":"">50""}""",,,,,,,,
5857-3,5857-3.3,5857-3.3-6,1,,,Zenaida asiatica,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":"">50""}""",,,,,,,,
5857-3,5857-3.3,5857-3.3-7,1,,,Coereba flaveola,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
5857-3,5857-3.3,5857-3.3-8,1,,,Melanerpes portoricensis,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
5857-3,5857-3.3,5857-3.3-9,1,,,Columba livia,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
5857-3,5857-3.3,5857-3.3-10,1,,,Tiaris olivaceus,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
5857-3,5857-3.4,5857-3.4-1,1,,,Coereba flaveola,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
5857-3,5857-3.4,5857-3.4-2,1,,,Euphonia musica,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":"">50""}""",,,,,,,,
5857-3,5857-3.4,5857-3.4-3,1,,,Vireo altiloquus,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":"">50""}""",,,,,,,,
5857-3,5857-3.4,5857-3.4-4,2,,,Margarops fuscatus,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":"">50""}""",,,,,,,,
5857-3,5857-3.4,5857-3.4-5,1,,,Melanerpes portoricensis,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":"">50""}""",,,,,,,,
5857-3,5857-3.4,5857-3.4-6,1,,,Patagioenas squamosa,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":"">50""}""",,,,,,,,
5857-3,5857-3.4,5857-3.4-7,1,,,Zenaida asiatica,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":"">50""}""",,,,,,,,
5857-3,5857-3.4,5857-3.4-8,1,,,Euphonia musica,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
5857-3,5857-3.4,5857-3.4-9,1,,,Coereba flaveola,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
5857-3,5857-3.4,5857-3.4-10,1,,,Todus mexicanus,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
5857-4,5857-4.1,5857-4.1-1,1,,,Melanerpes portoricensis,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
5857-4,5857-4.1,5857-4.1-2,3,,,Coereba flaveola,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
5857-4,5857-4.1,5857-4.1-3,1,,,Todus mexicanus,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
5857-4,5857-4.1,5857-4.1-4,1,,,Vireo altiloquus,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":"">50""}""",,,,,,,,
5857-4,5857-4.1,5857-4.1-5,1,,,Icterus portoricensis,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":"">50""}""",,,,,,,,
5857-4,5857-4.1,5857-4.1-6,1,,,Tyrannus caudifasciatus,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""0-10""}""",,,,,,,,
5857-4,5857-4.1,5857-4.1-7,1,,,Tyrannus dominicensis,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
5857-4,5857-4.1,5857-4.1-8,1,,,Melanerpes portoricensis,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
5857-4,5857-4.1,5857-4.1-9,1,,,Euphonia musica,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
5857-4,5857-4.1,5857-4.1-10,2,,,Vireo altiloquus,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
5857-4,5857-4.1,5857-4.1-11,1,,,Tyrannus caudifasciatus,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
5857-4,5857-4.1,5857-4.1-12,1,,,Tiaris olivaceus,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
5857-4,5857-4.2,5857-4.2-1,1,,,Coereba flaveola,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
5857-4,5857-4.2,5857-4.2-2,1,,,Tyrannus dominicensis,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":"">50""}""",,,,,,,,
5857-4,5857-4.2,5857-4.2-3,1,,,Tyrannus dominicensis,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":"">50""}""",,,,,,,,
5857-4,5857-4.2,5857-4.2-4,1,,,Loxigilla portoricensis,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":"">50""}""",,,,,,,,
5857-4,5857-4.2,5857-4.2-5,1,,,Coereba flaveola,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""0-10""}""",,,,,,,,
5857-4,5857-4.2,5857-4.2-6,1,,,Tyrannus caudifasciatus,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
5857-4,5857-4.2,5857-4.2-7,1,,,Vireo altiloquus,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
5857-4,5857-4.2,5857-4.2-8,1,,,Tyrannus caudifasciatus,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
5857-4,5857-4.2,5857-4.2-9,1,,,Todus mexicanus,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
5857-4,5857-4.2,5857-4.2-10,1,,,Molothrus bonariensis,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
5857-4,5857-4.3,5857-4.3-1,1,,,Tyrannus caudifasciatus,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
5857-4,5857-4.3,5857-4.3-2,1,,,Spindalis portoricensis,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
5857-4,5857-4.3,5857-4.3-3,1,,,Melanerpes portoricensis,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
5857-4,5857-4.3,5857-4.3-4,1,,,Vireo altiloquus,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":"">50""}""",,,,,,,,
5857-4,5857-4.3,5857-4.3-5,1,,,Loxigilla portoricensis,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":"">50""}""",,,,,,,,
5857-4,5857-4.3,5857-4.3-6,1,,,Patagioenas squamosa,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":"">50""}""",,,,,,,,
5857-4,5857-4.3,5857-4.3-7,1,,,Zenaida asiatica,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":"">50""}""",,,,,,,,
5857-4,5857-4.3,5857-4.3-8,2,,,Coereba flaveola,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""0-10""}""",,,,,,,,
5857-4,5857-4.3,5857-4.3-9,2,,,Tyrannus dominicensis,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
5857-4,5857-4.3,5857-4.3-10,2,,,Vireo altiloquus,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
5857-4,5857-4.4,5857-4.4-1,1,,,Vireo altiloquus,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":"">50""}""",,,,,,,,
5857-4,5857-4.4,5857-4.4-2,1,,,Patagioenas squamosa,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":"">50""}""",,,,,,,,
5857-4,5857-4.4,5857-4.4-3,2,,,Melanerpes portoricensis,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
5857-4,5857-4.4,5857-4.4-4,1,,,Euphonia musica,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
5857-4,5857-4.4,5857-4.4-5,1,,,Coereba flaveola,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
5857-4,5857-4.4,5857-4.4-6,1,,,Vireo altiloquus,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
5857-4,5857-4.4,5857-4.4-7,1,,,Margarops fuscatus,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
5857-4,5857-4.4,5857-4.4-8,1,,,Loxigilla portoricensis,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
5857-5,5857-5.1,5857-5.1-1,2,,,Coereba flaveola,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
5857-5,5857-5.1,5857-5.1-2,1,,,Melanerpes portoricensis,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":"">50""}""",,,,,,,,
5857-5,5857-5.1,5857-5.1-3,1,,,Patagioenas squamosa,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":"">50""}""",,,,,,,,
5857-5,5857-5.1,5857-5.1-4,1,,,Coereba flaveola,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
5857-5,5857-5.1,5857-5.1-5,2,,,Turdus plumbeus,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
5857-5,5857-5.2,5857-5.2-1,1,,,Spindalis portoricensis,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
5857-5,5857-5.2,5857-5.2-2,1,,,Todus mexicanus,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
5857-5,5857-5.2,5857-5.2-3,1,,,Melanerpes portoricensis,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":"">50""}""",,,,,,,,
5857-5,5857-5.2,5857-5.2-4,1,,,Coereba flaveola,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""0-10""}""",,,,,,,,
5857-5,5857-5.2,5857-5.2-5,1,,,Margarops fuscatus,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
5857-5,5857-5.2,5857-5.2-6,2,,,Turdus plumbeus,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
5857-5,5857-5.2,5857-5.2-7,1,,,Patagioenas squamosa,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
5857-5,5857-5.3,5857-5.3-1,2,,,Coereba flaveola,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
5857-5,5857-5.3,5857-5.3-2,1,,,Margarops fuscatus,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
5857-5,5857-5.3,5857-5.3-3,1,,,Tyrannus dominicensis,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":"">50""}""",,,,,,,,
5857-5,5857-5.3,5857-5.3-4,1,,,Turdus plumbeus,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":"">50""}""",,,,,,,,
5857-5,5857-5.3,5857-5.3-5,1,,,Coereba flaveola,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
5857-5,5857-5.3,5857-5.3-6,1,,,Loxigilla portoricensis,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
5857-5,5857-5.3,5857-5.3-7,1,,,Turdus plumbeus,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
5857-5,5857-5.3,5857-5.3-8,1,,,Patagioenas squamosa,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
5857-5,5857-5.4,5857-5.4-1,1,,,Coereba flaveola,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
5857-5,5857-5.4,5857-5.4-2,1,,,Turdus plumbeus,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
5857-5,5857-5.4,5857-5.4-3,1,,,Vireo altiloquus,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":"">50""}""",,,,,,,,
5857-5,5857-5.4,5857-5.4-4,2,,,Turdus plumbeus,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
